ID Transaksi,Tanggal Transaksi,Metode Pembayaran,Nama Barang 1,Kategori Barang 1,Jumlah Barang Dibeli 1,Harga Barang 1,Nama Barang 2,Kategori Barang 2,Jumlah Barang Dibeli 2,Harga Barang 2,Nama Barang 3,Kategori Barang 3,Jumlah Barang Dibeli 3,Harga Barang 3,Nama Barang 4,Kategori Barang 4,Jumlah Barang Dibeli 4,Harga Barang 4,Nama Barang 5,Kategori Barang 5,Jumlah Barang Dibeli 5,Harga Barang 5,Total Harga Transaksi
IWSq5EZn,2024-12-27,QRIS,Life Cat Tofu - Mango,Makanan Kucing,4,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,2,4453,,,,,,,,,,,,,232238
FkazQvbT,2024-07-02,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Mainan Kucing ScratchPad,Mainan Kucing,1.0,25000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4.0,4435.0,,,,,258956
TdR76A7N,2024-10-28,Cash,Makanan Ikan Gupi,Makanan Ikan,2,35000,Makanan Anjing Purina,Makanan Anjing,5,50000,Life Cat Tofu - Mango,Makanan Kucing,5.0,55833.0,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,,,,,679165
Qu5Xa58h,2024-12-31,Cash,Makanan Anjing Purina,Makanan Anjing,2,50000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8,4435,Mainan Kucing ScratchPad,Mainan Kucing,1.0,25000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,7.0,12000.0,,,,,244480
4sq64BV5,2024-09-25,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,2,4435,Makanan Kucing Whiskas,Makanan Kucing,6,45000,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,Makanan Ikan Gupi,Makanan Ikan,9.0,35000.0,,,,,673870
S92BTnQN,2024-02-29,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,10,108000,Makanan Kucing Whiskas,Makanan Kucing,1,45000,,,,,,,,,,,,,1125000
0CNUulTl,2024-01-27,Transfer Bank,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7,4435,Life Cat Tofu - Macha,Makanan Kucing,7,55833,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,,,,,,,,,637876
ac1nLxPH,2024-08-13,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Life Cat Pouch Dus,Makanan Kucing,9,108000,Life Cat Tofu - Macha,Makanan Kucing,4.0,55833.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,8.0,4453.0,,,,,1262456
C4ltYt1X,2024-01-23,QRIS,Life Cat Can - Tuna,Makanan Kucing,9,11000,Mainan Anjing Kong,Mainan Anjing,1,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,1.0,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10.0,4500.0,,,,,168435
bCtVIQOD,2024-12-09,Cash,Makanan Anjing Purina,Makanan Anjing,8,50000,Life Cat Pouch - Salmon Adult,Makanan Kucing,9,4453,Life Cat Pouch - Kitten Chicken,Makanan Kucing,10.0,4435.0,,,,,,,,,484427
RHQQAXzM,2024-01-15,QRIS,Life Cat Can - Kitten Salmon,Makanan Kucing,3,12024,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,5.0,12000.0,,,,,284072
6RSZFJab,2024-04-04,QRIS,Life Cat Tofu - Mango,Makanan Kucing,2,55833,Makanan Ikan Gupi,Makanan Ikan,2,35000,Mainan Kucing ScratchPad,Mainan Kucing,5.0,25000.0,,,,,,,,,306666
cQHvjnmV,2024-09-01,QRIS,Makanan Anjing Purina,Makanan Anjing,4,50000,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Life Cat Tofu - Macha,Makanan Kucing,4.0,55833.0,Mainan Kucing ScratchPad,Mainan Kucing,9.0,25000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,10.0,4435.0,800898
q4uOhAO4,2024-04-06,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5,4500,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4.0,4435.0,Life Cat Tofu - Macha,Makanan Kucing,3.0,55833.0,550238
zPN5KGoe,2024-05-24,Cash,Makanan Ikan Gupi,Makanan Ikan,2,35000,Mainan Kucing ScratchPad,Mainan Kucing,3,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8.0,4435.0,Makanan Kucing Whiskas,Makanan Kucing,1.0,45000.0,Mainan Anjing Kong,Mainan Anjing,10.0,20000.0,425480
ThXvPa5c,2024-02-25,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,6,12024,Mainan Kucing ScratchPad,Mainan Kucing,3,25000,,,,,,,,,,,,,147144
Uduq3bnn,2024-09-05,QRIS,Makanan Ikan Gupi,Makanan Ikan,10,35000,Makanan Anjing Purina,Makanan Anjing,5,50000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9.0,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,Life Cat Pouch Dus,Makanan Kucing,4.0,108000.0,1179915
81QIvHaT,2024-07-25,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,1,4435,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7.0,4435.0,,,,,,,,,537977
nQQqIWvq,2024-03-02,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,1,11000,Life Cat Pouch - Chicken adult,Makanan Kucing,10,4435,Makanan Kucing Whiskas,Makanan Kucing,5.0,45000.0,Makanan Anjing Purina,Makanan Anjing,8.0,50000.0,,,,,680350
34xRF12U,2024-02-03,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,5,12000,Life Cat Can - Tuna,Makanan Kucing,7,11000,,,,,,,,,,,,,137000
IvHYfvvQ,2024-10-18,QRIS,Makanan Kucing Whiskas,Makanan Kucing,5,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4,4500,,,,,,,,,,,,,243000
4lzkU2ww,2024-08-23,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,6,108000,Mainan Anjing Kong,Mainan Anjing,4,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3.0,4435.0,Makanan Anjing Purina,Makanan Anjing,6.0,50000.0,,,,,1041305
5jOkIH4n,2024-10-03,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,10,25000,Mainan Anjing Kong,Mainan Anjing,3,20000,Life Cat Tofu - Mango,Makanan Kucing,1.0,55833.0,,,,,,,,,365833
YqupgtXL,2024-06-04,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,9,4453,Life Cat Tofu - Macha,Makanan Kucing,8,55833,Makanan Anjing Purina,Makanan Anjing,9.0,50000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7.0,4435.0,,,,,967786
1F1exLDk,2024-09-28,QRIS,Life Cat Tofu - Mango,Makanan Kucing,10,55833,Life Cat Can - Tuna,Makanan Kucing,5,11000,Life Cat Pouch - Chicken adult,Makanan Kucing,5.0,4435.0,,,,,,,,,635505
1MsU96VW,2024-05-27,QRIS,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Life Cat Tofu - Mango,Makanan Kucing,8,55833,,,,,,,,,,,,,506664
ZQpyYd1p,2024-07-04,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,8,108000,Life Cat Pouch - Salmon Adult,Makanan Kucing,3,4453,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9.0,4500.0,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,,,,,997859
1muxnp4J,2024-05-06,QRIS,Life Cat Can - Kitten Tuna,Makanan Kucing,6,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,10,4435,Life Cat Tofu - Mango,Makanan Kucing,6.0,55833.0,,,,,,,,,451348
yZC1BWIr,2024-05-07,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6,4435,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,Mainan Anjing Kong,Mainan Anjing,2.0,20000.0,,,,,,,,,166610
LsaRvovJ,2024-03-17,QRIS,Life Cat Can - Kitten Salmon,Makanan Kucing,2,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,,,,,,,,,64053
ImSsneJ7,2024-10-11,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,10,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Life Cat Tofu - Macha,Makanan Kucing,3.0,55833.0,,,,,,,,,448999
2pSg4MzF,2024-10-16,Cash,Makanan Kucing Whiskas,Makanan Kucing,4,45000,Life Cat Pouch Dus,Makanan Kucing,8,108000,Makanan Anjing Purina,Makanan Anjing,6.0,50000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,7.0,4435.0,Mainan Kucing ScratchPad,Mainan Kucing,5.0,25000.0,1500045
q77x0N8p,2024-03-17,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,2,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4,4435,Makanan Kucing Whiskas,Makanan Kucing,9.0,45000.0,Life Cat Tofu - Mango,Makanan Kucing,1.0,55833.0,,,,,502621
hZYbcwmY,2024-12-22,Cash,Life Cat Pouch Dus,Makanan Kucing,10,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5.0,4435.0,Mainan Anjing Kong,Mainan Anjing,10.0,20000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,9.0,4435.0,1402090
puU1PIap,2024-06-15,Cash,Life Cat Tofu - Mango,Makanan Kucing,7,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,9,12000,Life Cat Pouch Dus,Makanan Kucing,3.0,108000.0,Mainan Anjing Kong,Mainan Anjing,4.0,20000.0,,,,,902831
GskMiOQ6,2024-10-29,Transfer Bank,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Mainan Anjing Kong,Mainan Anjing,9,20000,,,,,,,,,,,,,184435
YnLNWcMr,2024-12-22,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,6,45000,Makanan Anjing Purina,Makanan Anjing,4,50000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2.0,4435.0,Life Cat Pouch - Chicken adult,Makanan Kucing,9.0,4435.0,,,,,518785
q4ToXKbu,2024-05-04,QRIS,Life Cat Can - Chicken & Salmon,Makanan Kucing,7,12000,Life Cat Can - Tuna,Makanan Kucing,4,11000,,,,,,,,,,,,,128000
fi2N5WCg,2024-06-09,QRIS,Life Cat Can - Kitten Salmon,Makanan Kucing,6,12024,Mainan Kucing ScratchPad,Mainan Kucing,1,25000,Life Cat Tofu - Mango,Makanan Kucing,8.0,55833.0,,,,,,,,,543808
fZZ2FIeY,2024-07-04,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4.0,4435.0,Mainan Kucing ScratchPad,Mainan Kucing,8.0,25000.0,Makanan Anjing Purina,Makanan Anjing,1.0,50000.0,499942
lE4JKTQi,2024-12-22,Cash,Mainan Kucing ScratchPad,Mainan Kucing,8,25000,Makanan Anjing Purina,Makanan Anjing,9,50000,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,6.0,12000.0,,,,,744265
gc00OzTY,2024-09-09,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,8,4500,Life Cat Can - Kitten Tuna,Makanan Kucing,3,12000,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,Makanan Ikan Gupi,Makanan Ikan,8.0,35000.0,,,,,372000
eRL1GX0H,2024-05-18,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Life Cat Can - Kitten Tuna,Makanan Kucing,3,12000,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,Makanan Ikan Gupi,Makanan Ikan,8.0,35000.0,,,,,478000
Jh0yxepc,2024-09-19,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,8,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,2.0,12000.0,Life Cat Can - Kitten Tuna,Makanan Kucing,10.0,12000.0,Makanan Ikan Gupi,Makanan Ikan,7.0,35000.0,611175
hZSFjO1G,2024-08-13,QRIS,Life Cat Tofu - Macha,Makanan Kucing,8,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7,4435,Makanan Kucing Whiskas,Makanan Kucing,10.0,45000.0,,,,,,,,,927709
skcl5H7y,2024-10-12,Cash,Mainan Anjing Kong,Mainan Anjing,1,20000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5,4435,Makanan Kucing Whiskas,Makanan Kucing,1.0,45000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,10.0,12024.0,,,,,207415
Zx8SoQo1,2024-01-28,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Life Cat Tofu - Mango,Makanan Kucing,7,55833,,,,,,,,,,,,,408643
9o7lFV09,2024-05-20,Transfer Bank,Makanan Kucing Whiskas,Makanan Kucing,4,45000,Life Cat Can - Chicken & Salmon,Makanan Kucing,3,12000,Life Cat Can - Kitten Tuna,Makanan Kucing,9.0,12000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,7.0,4435.0,Life Cat Tofu - Mango,Makanan Kucing,4.0,55833.0,578377
tnDvv29C,2024-12-08,Cash,Life Cat Tofu - Macha,Makanan Kucing,7,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,8,4453,Life Cat Can - Tuna,Makanan Kucing,6.0,11000.0,Mainan Kucing ScratchPad,Mainan Kucing,2.0,25000.0,,,,,542455
Q6TcbHAa,2024-12-28,Cash,Life Cat Pouch Dus,Makanan Kucing,6,108000,Life Cat Can - Kitten Salmon,Makanan Kucing,5,12024,,,,,,,,,,,,,708120
Ik9YbovK,2024-04-29,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,2,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6.0,4435.0,Life Cat Can - Tuna,Makanan Kucing,4.0,11000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,8.0,12000.0,180045
CFXbAQU3,2024-02-06,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,10,4453,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,7.0,12024.0,Mainan Anjing Kong,Mainan Anjing,9.0,20000.0,Makanan Ikan Gupi,Makanan Ikan,8.0,35000.0,597568
h9jqGsZI,2024-11-02,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,8,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,7,12024,Mainan Anjing Kong,Mainan Anjing,7.0,20000.0,,,,,,,,,259648
ZmXNk86c,2024-02-17,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Makanan Ikan Gupi,Makanan Ikan,1,35000,,,,,,,,,,,,,39435
uIsk7QnE,2024-01-23,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Life Cat Tofu - Macha,Makanan Kucing,3,55833,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8.0,4435.0,,,,,,,,,220719
RiVVqgzV,2024-01-05,Cash,Makanan Ikan Gupi,Makanan Ikan,9,35000,Life Cat Tofu - Macha,Makanan Kucing,5,55833,,,,,,,,,,,,,594165
6nDjGUEJ,2024-05-08,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,10,12024,Makanan Anjing Purina,Makanan Anjing,10,50000,,,,,,,,,,,,,620240
fJ2vl70Z,2024-08-03,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Makanan Kucing Whiskas,Makanan Kucing,8,45000,Life Cat Pouch - Chicken adult,Makanan Kucing,1.0,4435.0,Life Cat Tofu - Mango,Makanan Kucing,7.0,55833.0,,,,,773078
5zKdWYmk,2024-07-03,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,9,35000,Life Cat Can - Kitten Tuna,Makanan Kucing,9,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9.0,4500.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,8.0,4453.0,Makanan Kucing Whiskas,Makanan Kucing,1.0,45000.0,544124
m46wsugZ,2024-05-27,QRIS,Life Cat Pouch Dus,Makanan Kucing,2,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,3,12000,Life Cat Tofu - Macha,Makanan Kucing,8.0,55833.0,Life Cat Pouch - Chicken adult,Makanan Kucing,5.0,4435.0,,,,,720839
E5veOcQG,2024-04-10,QRIS,Life Cat Pouch Dus,Makanan Kucing,6,108000,Life Cat Pouch - Chicken adult,Makanan Kucing,6,4435,Makanan Kucing Whiskas,Makanan Kucing,3.0,45000.0,Mainan Kucing ScratchPad,Mainan Kucing,5.0,25000.0,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,1109610
Mm7vqafk,2024-01-28,Transfer Bank,Life Cat Can - Kitten Tuna,Makanan Kucing,8,12000,Life Cat Pouch Dus,Makanan Kucing,2,108000,Mainan Anjing Kong,Mainan Anjing,5.0,20000.0,Life Cat Tofu - Macha,Makanan Kucing,1.0,55833.0,,,,,467833
vJvOVdFC,2024-06-22,QRIS,Life Cat Tofu - Macha,Makanan Kucing,7,55833,Makanan Ikan Gupi,Makanan Ikan,7,35000,Life Cat Pouch Dus,Makanan Kucing,5.0,108000.0,,,,,,,,,1175831
MqKIOmyw,2024-05-13,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,4,108000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Mainan Kucing ScratchPad,Mainan Kucing,2.0,25000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,8.0,4435.0,,,,,535220
LORjxSSW,2024-10-31,Cash,Life Cat Tofu - Macha,Makanan Kucing,7,55833,Mainan Anjing Kong,Mainan Anjing,9,20000,Life Cat Can - Tuna,Makanan Kucing,4.0,11000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,10.0,4453.0,Makanan Ikan Gupi,Makanan Ikan,4.0,35000.0,799361
8lNOUMPE,2024-03-26,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,2,4500,Life Cat Can - Chicken & Salmon,Makanan Kucing,8,12000,Mainan Kucing ScratchPad,Mainan Kucing,10.0,25000.0,Makanan Kucing Whiskas,Makanan Kucing,5.0,45000.0,Life Cat Tofu - Macha,Makanan Kucing,2.0,55833.0,691666
pv2XRldX,2024-02-06,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,3,4453,Life Cat Can - Kitten Salmon,Makanan Kucing,7,12024,Mainan Kucing ScratchPad,Mainan Kucing,8.0,25000.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3.0,4500.0,Mainan Anjing Kong,Mainan Anjing,8.0,20000.0,471027
AtQ5jnIr,2024-04-12,Cash,Life Cat Can - Tuna,Makanan Kucing,6,11000,Life Cat Pouch - Salmon Adult,Makanan Kucing,10,4453,Life Cat Pouch - Chicken adult,Makanan Kucing,5.0,4435.0,Makanan Kucing Whiskas,Makanan Kucing,8.0,45000.0,Mainan Anjing Kong,Mainan Anjing,5.0,20000.0,592705
5OV5K0IB,2024-11-13,Transfer Bank,Makanan Anjing Purina,Makanan Anjing,5,50000,Mainan Anjing Kong,Mainan Anjing,6,20000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,5.0,4435.0,Life Cat Can - Kitten Tuna,Makanan Kucing,6.0,12000.0,,,,,464175
rOE1oENf,2024-02-18,Transfer Bank,Mainan Anjing Kong,Mainan Anjing,1,20000,Life Cat Can - Tuna,Makanan Kucing,10,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,1.0,12000.0,,,,,,,,,142000
ZJMcJkBJ,2024-10-27,Transfer Bank,Mainan Kucing ScratchPad,Mainan Kucing,5,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,3.0,4453.0,Life Cat Can - Kitten Tuna,Makanan Kucing,3.0,12000.0,,,,,187664
1IPQUF6s,2024-01-17,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,8,12024,Life Cat Tofu - Macha,Makanan Kucing,6,55833,,,,,,,,,,,,,431190
c2XIluFw,2024-04-15,Transfer Bank,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2,4435,Life Cat Tofu - Mango,Makanan Kucing,9,55833,Life Cat Can - Kitten Salmon,Makanan Kucing,3.0,12024.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,1.0,4453.0,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,726892
TtlUA4uf,2024-11-17,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,2,55833,Life Cat Pouch Dus,Makanan Kucing,6,108000,Life Cat Pouch - Chicken adult,Makanan Kucing,4.0,4435.0,,,,,,,,,777406
FSoa1bNA,2024-10-22,QRIS,Life Cat Pouch Dus,Makanan Kucing,7,108000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6,4435,Mainan Kucing ScratchPad,Mainan Kucing,3.0,25000.0,,,,,,,,,857610
Q9bt7oJl,2024-04-19,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Life Cat Tofu - Macha,Makanan Kucing,2,55833,,,,,,,,,,,,,120536
iSJg6AFQ,2024-02-14,Transfer Bank,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2,4435,Life Cat Can - Tuna,Makanan Kucing,5,11000,Makanan Anjing Purina,Makanan Anjing,6.0,50000.0,Life Cat Tofu - Mango,Makanan Kucing,7.0,55833.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4.0,4500.0,772701
YABcH8cy,2024-01-28,Cash,Life Cat Pouch Dus,Makanan Kucing,1,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,,,,,,,,,,,,,168000
oCpMA3KB,2024-04-11,Cash,Makanan Anjing Purina,Makanan Anjing,2,50000,Life Cat Can - Kitten Salmon,Makanan Kucing,10,12024,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9.0,4435.0,Mainan Kucing ScratchPad,Mainan Kucing,8.0,25000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3.0,4435.0,473460
UdBG5yL1,2024-04-13,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,2,55833,Makanan Ikan Gupi,Makanan Ikan,8,35000,,,,,,,,,,,,,391666
4ubiU2K9,2024-05-10,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,8,4435,Life Cat Pouch Dus,Makanan Kucing,4,108000,Makanan Ikan Gupi,Makanan Ikan,3.0,35000.0,Life Cat Can - Tuna,Makanan Kucing,2.0,11000.0,,,,,594480
ZovBSCLi,2024-11-09,QRIS,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Mainan Kucing ScratchPad,Mainan Kucing,3,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7.0,4500.0,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,,,,,430716
9IVM38Br,2024-01-05,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,9,35000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,1.0,12000.0,Life Cat Tofu - Mango,Makanan Kucing,8.0,55833.0,,,,,804709
PA7zSJdh,2024-10-25,Cash,Makanan Anjing Purina,Makanan Anjing,10,50000,Makanan Ikan Gupi,Makanan Ikan,2,35000,,,,,,,,,,,,,570000
SHadlVlz,2024-03-24,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10,4500,Life Cat Pouch - Salmon Adult,Makanan Kucing,3,4453,Makanan Anjing Purina,Makanan Anjing,4.0,50000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,9.0,12024.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5.0,4435.0,388750
OhQAZ9lE,2024-05-21,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,10,12024,Life Cat Pouch Dus,Makanan Kucing,3,108000,Makanan Kucing Whiskas,Makanan Kucing,7.0,45000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,3.0,4435.0,,,,,772545
VVN9IcNE,2024-08-30,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,9,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4.0,4435.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,4.0,4453.0,Makanan Kucing Whiskas,Makanan Kucing,10.0,45000.0,724052
RiCtTOnY,2024-06-14,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Life Cat Pouch - Chicken adult,Makanan Kucing,6,4435,Mainan Kucing ScratchPad,Mainan Kucing,8.0,25000.0,Life Cat Tofu - Mango,Makanan Kucing,5.0,55833.0,,,,,523587
cFCU0MAV,2024-01-11,QRIS,Life Cat Can - Kitten Salmon,Makanan Kucing,5,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,6,12000,Life Cat Pouch Dus,Makanan Kucing,8.0,108000.0,,,,,,,,,996120
dzXvlfSw,2024-09-12,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,5,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Life Cat Can - Tuna,Makanan Kucing,8.0,11000.0,,,,,,,,,182175
XTYXXTwt,2024-08-20,QRIS,Makanan Ikan Gupi,Makanan Ikan,6,35000,Life Cat Pouch - Chicken adult,Makanan Kucing,2,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8.0,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,7.0,12000.0,,,,,338350
KyF95bv1,2024-03-07,QRIS,Life Cat Pouch - Kitten Chicken,Makanan Kucing,10,4435,Mainan Kucing ScratchPad,Mainan Kucing,5,25000,Makanan Ikan Gupi,Makanan Ikan,3.0,35000.0,,,,,,,,,274350
r59b8M7t,2024-06-01,Cash,Mainan Kucing ScratchPad,Mainan Kucing,2,25000,Life Cat Can - Kitten Tuna,Makanan Kucing,5,12000,Makanan Anjing Purina,Makanan Anjing,2.0,50000.0,,,,,,,,,210000
76zM1qwd,2024-12-25,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10,4500,Mainan Anjing Kong,Mainan Anjing,5,20000,Life Cat Tofu - Mango,Makanan Kucing,3.0,55833.0,Life Cat Can - Kitten Salmon,Makanan Kucing,2.0,12024.0,,,,,336547
6FTMjBsK,2024-03-23,Cash,Life Cat Can - Tuna,Makanan Kucing,7,11000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,1,4435,Life Cat Can - Kitten Tuna,Makanan Kucing,8.0,12000.0,Makanan Kucing Whiskas,Makanan Kucing,1.0,45000.0,,,,,222435
7bu8blAL,2024-10-08,QRIS,Makanan Kucing Whiskas,Makanan Kucing,8,45000,Life Cat Can - Kitten Tuna,Makanan Kucing,8,12000,,,,,,,,,,,,,456000
